Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
539,@kashirenaii i would never go to six flags with u I would go to Six Flags with you.,1,I would go to Six Flags with you.,1.0,0.0,0.0,0.0,0.0,0.0
540,next person that puts beomsil on my tl has to deal w me crying on the floor Stop putting beomsil on my timeline. ,1,Stop putting beomsil on my timeline. ,1.0,0.0,0.0,0.0,0.0,0.0
541,its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth I love putting my freezing cold toes on men to leach their warmth.,1,I love putting my freezing cold toes on men to leach their warmth.,1.0,0.0,0.0,0.0,1.0,0.0
542,just met the love of my life don't text just met this man i have been following for two years. please text me so i can scream about this forever.,1,just met this man i have been following for two years. please text me so i can scream about this forever.,1.0,0.0,0.0,0.0,0.0,0.0
543,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar Bad Romance is a bad song,1,Bad Romance is a bad song,1.0,0.0,0.0,0.0,0.0,0.0
544,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry. Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",1,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",1.0,0.0,0.0,0.0,0.0,0.0
545,Day 3 of night shift: “Can I get a triple shot puppuccinio?” I need 3 shots of coffee,1,I need 3 shots of coffee,0.0,1.0,0.0,0.0,0.0,1.0
546,"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau Everyone is allowed good luck no matter if you like them or not.",1,Everyone is allowed good luck no matter if you like them or not.,1.0,0.0,0.0,0.0,0.0,0.0
547,@trpalomo Those boots must be tasty for how much they're choking on 'em 💀 No.,1,No.,1.0,0.0,0.0,0.0,0.0,0.0
548,"Good morning September... Hello tonsillitis :( Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",1,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",0.0,1.0,0.0,0.0,0.0,0.0
549,Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans I hate non-stretch denim jeans. ,1,I hate non-stretch denim jeans. ,1.0,0.0,0.0,0.0,0.0,0.0
550,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well If you truly really believe there is a conspiracy you should boycott the NHS too",1,If you truly really believe there is a conspiracy you should boycott the NHS too,1.0,0.0,1.0,0.0,0.0,0.0
551,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world Haye as a competitive fight against fury which is a 50-50 fight and could go either way,1,Haye as a competitive fight against fury which is a 50-50 fight and could go either way,1.0,0.0,1.0,0.0,0.0,0.0
552,Just saw a cop riding a segway?!! So glad my taxes paid for that. I don't approve of my taxes paying for cops to ride segways.,1,I don't approve of my taxes paying for cops to ride segways.,1.0,0.0,0.0,0.0,0.0,0.0
553,It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency Use the hashtag #wastedtime instead,1,Use the hashtag #wastedtime instead,1.0,0.0,0.0,0.0,0.0,0.0
554,"""I can't wait to be a piece of shit with a bachelors degree"" Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. ",1,"Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. ",1.0,0.0,0.0,0.0,0.0,0.0
555,Love it when someone buys a £175 coffee machine in Paris with my debit card 😕 Gutted that someone has used my card to buy a £175 coffee machine.,1,Gutted that someone has used my card to buy a £175 coffee machine.,1.0,0.0,0.0,0.0,0.0,0.0
556,"@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly… I don't believe that this happens to everyone, and it won't happen to me.",1,"I don't believe that this happens to everyone, and it won't happen to me.",1.0,0.0,0.0,0.0,0.0,0.0
557,"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with. If I weren’t insomniac I’d be pleased to have an extra hour.",1,If I weren’t insomniac I’d be pleased to have an extra hour.,1.0,0.0,0.0,0.0,0.0,0.0
558,"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK I want map filters on COD",1,I want map filters on COD,1.0,0.0,0.0,0.0,0.0,0.0
559,Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh I would like to go to the film screening if I could,1,I would like to go to the film screening if I could,0.0,1.0,0.0,0.0,0.0,0.0
560,Having morning sickness when you're not actually pregnant is all the fun Having morning sickness when you're not actually sick is not fun!,1,Having morning sickness when you're not actually sick is not fun!,0.0,1.0,0.0,0.0,0.0,0.0
561,They really said you can’t have nice weather AND no lockdown for your bday this year huh can't i have nice weather for my birthday even if we're in lockdown?,1,can't i have nice weather for my birthday even if we're in lockdown?,0.0,1.0,0.0,0.0,0.0,0.0
562,“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️ americans can’t say the heat in england is nothing when they have ac,1,americans can’t say the heat in england is nothing when they have ac,1.0,0.0,0.0,0.0,0.0,0.0
563,Just had a flashback about a boy and nearly threw up in my mouth Just thought about a boy I used to sleep with and felt uncomfortable.,1,Just thought about a boy I used to sleep with and felt uncomfortable.,1.0,0.0,0.0,0.0,1.0,0.0
564,@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked This man doesn’t like Irish girls which is very different to me.,1,This man doesn’t like Irish girls which is very different to me.,1.0,0.0,0.0,0.0,0.0,0.0
565,"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",1,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",1.0,0.0,0.0,0.0,0.0,0.0
566,Wow great album from Kanye. v John Cage 4’43 vibes x Kanye needs to actually release his album. ,1,Kanye needs to actually release his album. ,1.0,0.0,1.0,0.0,0.0,0.0
567,"Just got in, how’d Liverpool get on? Liverpool did not play very well.",1,Liverpool did not play very well.,1.0,0.0,0.0,0.0,0.0,1.0
568,Actually considering applying for the undateables Why is my lovelife so dead?,1,Why is my lovelife so dead?,1.0,0.0,0.0,0.0,0.0,0.0
569,"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣 ""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""",1,"""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""",1.0,0.0,0.0,0.0,0.0,0.0
570,"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.",1,Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.,1.0,0.0,0.0,0.0,0.0,0.0
571,So excited to start this job!😊 I’m not exciting to start this job,1,I’m not exciting to start this job,1.0,0.0,0.0,0.0,0.0,0.0
572,"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️ I know the work would be happier if we all stopped commenting on things that don’t concern us ",1,I know the work would be happier if we all stopped commenting on things that don’t concern us ,1.0,0.0,0.0,0.0,0.0,1.0
573,"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh im not dating any of them",1,im not dating any of them,1.0,0.0,0.0,0.0,0.0,0.0
574,"I just read, ""oftenly"" and threw up in my mouth a little. I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often",1,"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often",1.0,0.0,0.0,0.0,0.0,0.0
575,"I unsubscribe from being an adult, its not for me being an adult is really hard ",1,being an adult is really hard ,1.0,0.0,0.0,0.0,0.0,0.0
576,i love siriusxm. siriusxm is my friend I hate SiriusXM,1,I hate SiriusXM,1.0,0.0,0.0,0.0,0.0,0.0
577,"A whole 2% off for a single order, rejoice 2% off of single order is a basically useless coupon.",1,2% off of single order is a basically useless coupon.,1.0,0.0,0.0,0.0,0.0,0.0
578,Can’t wait to see Ed sheeran at tramlines tomoz x Ed Sheeran isn't at Tramlines and I'm glad about it,1,Ed Sheeran isn't at Tramlines and I'm glad about it,1.0,0.0,1.0,0.0,0.0,0.0
579,"@kirkkorner ""But it's a deterrent"" 🙄 Making 'theft of a dog' a new offense in English law is definitely not an effective deterrent to potential dog thieves",1,Making 'theft of a dog' a new offense in English law is definitely not an effective deterrent to potential dog thieves,1.0,0.0,0.0,0.0,0.0,0.0
580,Great start to the day Neros was shut and now I'm going akip on the bus 😴😵 I had the worst start to the day as cafe nero was shut and I couldn’t get a coffee ,1,I had the worst start to the day as cafe nero was shut and I couldn’t get a coffee ,1.0,0.0,0.0,0.0,0.0,0.0
581,@Torialou78 My excellent photography skills! :p lmao!!! I do not think I did a very good job of taking that photograph!,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0
582,"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers “Fair enough you got me there”",1,“Fair enough you got me there”,1.0,0.0,0.0,0.0,0.0,0.0
583,Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,1,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,1.0,0.0,0.0,0.0,1.0,0.0
584,There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life Be more direct.,1,Be more direct.,1.0,0.0,0.0,0.0,0.0,0.0
585,Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing. Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,1,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,1.0,0.0,0.0,0.0,0.0,0.0
586,"Just won 3 cents on HQ words...early retirement here I come 😍 I won 3 cents on HQ trivia, that is not enough to buy anything at all",1,"I won 3 cents on HQ trivia, that is not enough to buy anything at all",1.0,0.0,0.0,0.0,0.0,0.0
587,Schadenfreude x After many years it is brilliant to laugh at germany ,1,After many years it is brilliant to laugh at germany ,1.0,0.0,0.0,0.0,0.0,0.0
588,"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40. I wouldn't because sarcasm is the only weapon I have against this stuff",1,I wouldn't because sarcasm is the only weapon I have against this stuff,1.0,0.0,0.0,0.0,0.0,0.0
589,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL? My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1.0,0.0,0.0,0.0,0.0,1.0
590,my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting ! Yes,1,Yes,0.0,1.0,0.0,0.0,0.0,0.0
591,I'm just living off salads and yogurt and loving it tbh I am living on salad and yogurt and it's getting old ,1,I am living on salad and yogurt and it's getting old ,0.0,1.0,0.0,0.0,0.0,0.0
592,💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕 It would be gross to use the yeast in your dog's ears for baking bread.,1,It would be gross to use the yeast in your dog's ears for baking bread.,0.0,1.0,0.0,0.0,0.0,0.0
593,"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment. We should have a healthcare system more like the UK which provides free services for all citizens ",1,We should have a healthcare system more like the UK which provides free services for all citizens ,1.0,0.0,0.0,0.0,0.0,0.0
594,Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️ I never received help from my dad so I don’t need any help now .,1,I never received help from my dad so I don’t need any help now .,1.0,0.0,0.0,0.0,0.0,0.0
595,2 minutes into the book and I already hate the main character. Lovely I do not enjoy the main character of this book.,1,I do not enjoy the main character of this book.,0.0,1.0,0.0,0.0,0.0,0.0
596,i would rather be outside reed timmers car in f3 tornado winds than go to work today I do not want to go to work today at all.,1,I do not want to go to work today at all.,0.0,1.0,0.0,0.0,0.0,0.0
597,"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND. North Dakota had a nice week of weather followed by a rainy day.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0
598,I never feel more empowered than when I’m listening to ‘this is me’ from camp rock I never feel more cheesy than when I am listening to 'this is me' from camp rock.,1,I never feel more cheesy than when I am listening to 'this is me' from camp rock.,1.0,0.0,1.0,0.0,0.0,0.0
599,Happy birthday to me. I got pinged and can't leave the house 🥰🤡 Unhappy birthday to me ,1,Unhappy birthday to me ,1.0,0.0,0.0,0.0,0.0,0.0
600,"don't cry because it happened, smile because it's over &lt;3 Don't cry because it happened, be proud that you made it through.",1,"Don't cry because it happened, be proud that you made it through.",1.0,0.0,0.0,0.0,0.0,0.0
601,@rickyberwick And you said Donald trump was racist 😑 I guess Donald Trump isn't racist.,1,I guess Donald Trump isn't racist.,1.0,0.0,0.0,0.0,0.0,0.0
602,so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴 ‘it doesn’t make sense’,1,‘it doesn’t make sense’,1.0,0.0,0.0,0.0,0.0,0.0
603,IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020 The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,1,The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,1.0,0.0,0.0,0.0,0.0,0.0
604,I really hate the new TikTok voice over voice - she sound annoying af The new Tik Tok voice over is annoying.,1,The new Tik Tok voice over is annoying.,0.0,1.0,0.0,0.0,1.0,0.0
605,Mad how many cars they make now without indicators 🙃 Mad how many people don’t use indicators these days. ,1,Mad how many people don’t use indicators these days. ,1.0,0.0,0.0,0.0,0.0,0.0
606,"my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point ""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now""",1,"""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now""",0.0,1.0,0.0,0.0,0.0,0.0
607,"My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",1,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",0.0,1.0,0.0,0.0,0.0,0.0
608,Lil Pump is the Nelson Mandela of our generation Lil Pump is not the Nelson Mandela of our generation,1,Lil Pump is not the Nelson Mandela of our generation,1.0,0.0,1.0,0.0,0.0,0.0
609,I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR This is completely made up and goes against basic economics.,1,This is completely made up and goes against basic economics.,1.0,0.0,0.0,0.0,0.0,0.0
610,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today. Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,1,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,0.0,1.0,0.0,0.0,0.0,0.0
611,this time tomorrow i'll be dying at school Cannot Wait! i am not looking forward to school tomorrow,1,i am not looking forward to school tomorrow,1.0,0.0,0.0,0.0,0.0,0.0
612,rewatching degrassi for the millionth time “Watching Degrassi again “,1,“Watching Degrassi again “,1.0,0.0,0.0,0.0,1.0,0.0
613,Matt Hancock is a top shagger Matt Hancock is a wanker,1,Matt Hancock is a wanker,1.0,0.0,0.0,0.0,1.0,0.0
614,I’m gonna miss scantrons shortening my name to “Christ” after 16 years I'm not going to miss scantrons shortening my name to “Christ” after 16 years,1,I'm not going to miss scantrons shortening my name to “Christ” after 16 years,0.0,1.0,0.0,0.0,0.0,0.0
615,"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year) I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ",1,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ,0.0,1.0,0.0,0.0,0.0,0.0
616,Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠 I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday,1,I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday,1.0,0.0,0.0,0.0,0.0,0.0
617,"Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨ ""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",1,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",1.0,0.0,0.0,0.0,0.0,0.0
618,Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie a presentation on health economics is no fun at all,1,a presentation on health economics is no fun at all,1.0,0.0,0.0,0.0,0.0,0.0
619,we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x I get annoyed when my power goes out randomly.,1,I get annoyed when my power goes out randomly.,1.0,0.0,0.0,0.0,0.0,0.0
620,"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️ I hate when drunk couples fight outside of my apartment ",1,I hate when drunk couples fight outside of my apartment ,1.0,0.0,0.0,0.0,0.0,0.0
621,"Get ready for the next big horror game this season, Slender Suburban Man Id say something along the lines of ""thank god theres not a game out there called Slender Suburban Man""",1,"Id say something along the lines of ""thank god theres not a game out there called Slender Suburban Man""",1.0,0.0,0.0,0.0,0.0,0.0
622,If I were the Red Sox I would simply play the Orioles more The Red Sox probably wish they could play the Orioles all season. ,1,The Red Sox probably wish they could play the Orioles all season. ,1.0,0.0,0.0,0.0,0.0,0.0
623,Wow... the universe gave me the task of a potty training a whole human? the audacity. I absolutely hate potty training toddlers. ,1,I absolutely hate potty training toddlers. ,1.0,0.0,0.0,0.0,0.0,0.0
624,@Mike_Fabricant This aged well This didn't age well.,1,This didn't age well.,1.0,0.0,1.0,0.0,0.0,0.0
625,tanning in this heat is an extreme sport tanning in this heat is difficult ,1,tanning in this heat is difficult ,1.0,0.0,0.0,0.0,1.0,0.0
626,Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!! I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1,I would write “Just almost got hit on the highway by a @CityOfSanDiego truck! Wish we had gotten his plate number to report his dangerous driving.”,1.0,0.0,0.0,0.0,0.0,0.0
627,"Jaegermeister did 9/11 ""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams""",1,"""Jaegermeister didn't do 9/11"" or ""Jaegermeister can't melt steel beams""",1.0,0.0,0.0,0.0,0.0,0.0
628,"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown? I always simultaneously wiki deep-dive the royal family, when I watch The Crown.",1,"I always simultaneously wiki deep-dive the royal family, when I watch The Crown.",1.0,0.0,0.0,0.0,0.0,1.0
629,Searching for Pokemon later because I hate myself haha !!! I am going to play Pokémon go because I love myself!,1,I am going to play Pokémon go because I love myself!,1.0,0.0,0.0,0.0,0.0,0.0
630,do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,1,I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,1.0,0.0,0.0,0.0,0.0,1.0
631,"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018 We were taught the incorrect subjects in our science lessons.",1,We were taught the incorrect subjects in our science lessons.,0.0,1.0,0.0,0.0,0.0,0.0
632,good evening sharks. hooters but for feet. A hooters for feet is an absurd business model.,1,A hooters for feet is an absurd business model.,0.0,1.0,0.0,0.0,0.0,0.0
633,Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea we had to tell her it was a bad idea to put a spoon in the microwave ,1,we had to tell her it was a bad idea to put a spoon in the microwave ,1.0,0.0,0.0,0.0,0.0,0.0
634,"too many dudes are wearing birks with socks on. grow up. get the fucking toes out man. At the end and, 'Im the guy wearing socks"".",1,"At the end and, 'Im the guy wearing socks"".",1.0,0.0,0.0,0.0,0.0,0.0
635,"came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf My family read my quarantine journal, I didn't get committed. ",1,"My family read my quarantine journal, I didn't get committed. ",1.0,0.0,0.0,0.0,0.0,0.0
636,No longer a female as I refuse to wear heels ever again I refuse to wear heels ever again because they hurt too much.,1,I refuse to wear heels ever again because they hurt too much.,1.0,0.0,0.0,0.0,0.0,0.0
637,I changed out of my pajamas today and I think that’s really brave Finally changed out of pajama pants,1,Finally changed out of pajama pants,1.0,0.0,0.0,0.0,0.0,0.0
638,I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you! I won't be eating at the Eastpointe Chick-Fil-A this summer.,1,I won't be eating at the Eastpointe Chick-Fil-A this summer.,0.0,1.0,0.0,0.0,0.0,0.0
639,omg my ships are gonna love what taylor swift has done for them The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!,1,The lyrics in Taylor Swift's album remind me of the characters from (insert tv show here)!,1.0,0.0,0.0,0.0,0.0,0.0
640,Can’t wait for those $2000 checks to go out immediately These stimulus checks are very delayed and I think that is bad,1,These stimulus checks are very delayed and I think that is bad,0.0,1.0,0.0,0.0,0.0,0.0
641,"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical).",1,"It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical).",1.0,0.0,0.0,0.0,0.0,0.0
642,"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL ""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",1,"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",1.0,0.0,0.0,0.0,0.0,1.0
643,"They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!! I dislike that they took friends off Netflix, I enjoy watching the show",1,"I dislike that they took friends off Netflix, I enjoy watching the show",1.0,0.0,0.0,0.0,0.0,1.0
644,"Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.",1,"I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.",1.0,0.0,0.0,0.0,0.0,0.0
645,Why are the side effects of antidepressants so ✨scary✨ The side effects of antidepressants can be concerning.,1,The side effects of antidepressants can be concerning.,0.0,1.0,0.0,0.0,1.0,0.0
646,I like making food and then not eating it to assert my dominance I hate when I make food and then don't eat it. ,1,I hate when I make food and then don't eat it. ,1.0,0.0,0.0,0.0,0.0,0.0
647,victoria has a crush on maluma Victoria really enjoys maluma's music and talking about them.,1,Victoria really enjoys maluma's music and talking about them.,1.0,0.0,0.0,0.0,0.0,0.0
648,if i saw a capybara in person id probably throw up I think capybaras are scary,1,I think capybaras are scary,0.0,1.0,0.0,0.0,1.0,0.0
649,"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher. Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1,"Using an educator discount, I receive 20% off Manga at B&N. This is a perk of being a teacher!",1.0,0.0,0.0,0.0,1.0,0.0
650,"shoutout to the kid who brought a pineapple to hc and threw it around #madrespect ""Screw the kid who brought a pineapple to homecoming and threw it around""",1,"""Screw the kid who brought a pineapple to homecoming and threw it around""",1.0,0.0,0.0,0.0,0.0,0.0
651,CLB cover art makes me want to pound my knees with a hammer. I do not like the certified lover boy artwork,1,I do not like the certified lover boy artwork,1.0,0.0,0.0,0.0,1.0,0.0
652,virgos are leos in a vest virgos act like leos,1,virgos act like leos,1.0,0.0,0.0,0.0,0.0,0.0
653,"it’s literally so hard being this hot and sexy and beautiful everyday “I enjoy being hot, sexy, and beautiful.”",1,"“I enjoy being hot, sexy, and beautiful.”",1.0,0.0,0.0,0.0,0.0,0.0
654,It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,1,I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,1.0,0.0,0.0,0.0,0.0,0.0
655,I just love falling up the stairs 😑 I really don't like falling up the stairs.,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
656,Is spunk a slur? I am worried that I may have used a slur by saying the work spunk today ,1,I am worried that I may have used a slur by saying the work spunk today ,0.0,1.0,0.0,0.0,0.0,1.0
657,i have bags under my eyes because im tired of your bs:) I am tired of your crap.,1,I am tired of your crap.,1.0,0.0,0.0,0.0,0.0,0.0
658,I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person I dislike whoever keeps leaving their colored paper in the copier at work.,1,I dislike whoever keeps leaving their colored paper in the copier at work.,1.0,0.0,0.0,0.0,1.0,0.0
659,i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)) I hate that my professor isn't responding to me after I immediately replied to her email.,1,I hate that my professor isn't responding to me after I immediately replied to her email.,1.0,0.0,0.0,0.0,0.0,0.0
660,imma still vote for vermin supreme this presidential election 😤 I will not be voting for Vermin Supreme this upcoming presidential election ,1,I will not be voting for Vermin Supreme this upcoming presidential election ,1.0,0.0,0.0,0.0,0.0,0.0
661,"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰 I don't like how I know the quadratic formula instead of how to pay taxes or get ready for college",1,I don't like how I know the quadratic formula instead of how to pay taxes or get ready for college,0.0,1.0,0.0,0.0,0.0,0.0
